YearMonth,StockCode,Description,SalesVolume,TotalSales
2011-01,23513,"EMBROIDERED RIBBON REEL SUSIE ",2,4.16
2011-01,23514,"EMBROIDERED RIBBON REEL SALLY ",2,4.16
2011-01,23554,"LANDMARK FRAME OXFORD STREET",1,12.50
2011-01,23555,"LANDMARK FRAME NOTTING HILL ",1,12.50
2011-01,35646,"VINTAGE BEAD PINK EVENING BAG",5,6.25
2011-01,35651,"VINTAGE BEAD PINK SCARF ",5,8.25
2011-01,47016,"LIGHT DECORATION BATTERY OPERATED",2,4.20
2011-01,47341B,"BLUE TABLE RUN FLOWER",2,2.50
2011-01,47504K,"ENGLISH ROSE GARDEN SECATEURS",1,0.79
2011-01,70006,"LOVE HEART POCKET WARMER",6,9.90
2011-01,70007,"HI TEC ALPINE HAND WARMER",6,9.90
2011-01,82578,"KITCHEN METAL SIGN",2,1.10
2011-01,84849A,"HELLO SAILOR BLUE SOAP HOLDER",1,1.69
2011-01,84849D,"HOT BATHS SOAP HOLDER",1,1.69
2011-01,84929,"ASSTD FRUIT+FLOWERS FRIDGE MAGNETS",24,4.56
2011-01,85124B,"BLUE JUICY FRUIT PHOTO FRAME",2,5.10
2011-01,21623,"VINTAGE UNION JACK MEMOBOARD",3,29.85
2011-01,21809,"CHRISTMAS HANGING TREE WITH BELL",6,2.34
2011-01,22055,"MINI CAKE STAND  HANGING STRAWBERY",1,1.65
2011-01,22221,"CAKE STAND LOVEBIRD 2 TIER PINK",1,9.95
2011-01,22571,"ROCKING HORSE RED CHRISTMAS ",3,2.55
2011-01,22591,"CARDHOLDER GINGHAM CHRISTMAS TREE",2,6.50
2011-01,22655,"VINTAGE RED KITCHEN CABINET",1,125.00
2011-01,22890,"NOVELTY BISCUITS CAKE STAND 3 TIER",1,9.95
2011-01,23270,"SET OF 2 CERAMIC PAINTED HEARTS ",6,8.70
2011-01,23302,"KNEELING MAT HOUSEWORK  DESIGN",1,1.65
2011-01,23328,"SET 6 SCHOOL MILK BOTTLES IN CRATE",1,3.75
2011-01,37446,"MINI CAKE STAND WITH HANGING CAKES",1,1.45
2011-01,48138,"DOORMAT UNION FLAG",1,8.25
2011-01,84968C,"SET OF 16 VINTAGE PISTACHIO CUTLERY",1,12.75
2011-01,84997A,"CHILDRENS CUTLERY POLKADOT GREEN ",1,4.15
2011-01,84997C,"CHILDRENS CUTLERY POLKADOT BLUE",1,4.15
2011-01,22741,"FUNKY DIVA PEN",48,40.80
2011-01,22771,"CLEAR DRAWER KNOB ACRYLIC EDWARDIAN",24,30.00
2011-01,23073,"GEORGIAN TRINKET BOX",1,12.50
2011-01,23494,"VINTAGE DOILY DELUXE SEWING KIT ",6,35.70
2011-01,23532,"WALL ART WORK REST AND PLAY  ",3,14.85
2011-01,48194,"DOORMAT HEARTS",2,16.50
2011-01,23534,"WALL ART STOP FOR TEA ",3,17.85
2011-01,23536,"WALL ART VILLAGE SHOW ",4,23.80
2011-01,21041,"RED RETROSPOT OVEN GLOVE DOUBLE",1,2.95
2011-01,21154,"RED RETROSPOT OVEN GLOVE ",1,1.25
2011-01,21155,"RED RETROSPOT PEG BAG",1,2.55
2011-01,21328,"BALLOONS  WRITING SET ",1,1.65
2011-01,21329,"DINOSAURS  WRITING SET ",1,1.65
2011-01,22092,"BLUE PAISLEY TISSUE BOX",2,0.78
2011-01,22096,"PINK PAISLEY SQUARE TISSUE BOX ",3,1.17
2011-01,22211,"WOOD STAMP SET FLOWERS",15,12.45
2011-01,22315,"200 RED + WHITE BENDY STRAWS",1,1.25
2011-01,22501,"PICNIC BASKET WICKER LARGE",3,29.85
2011-01,22567,"20 DOLLY PEGS RETROSPOT",1,1.45
2011-01,22627,"MINT KITCHEN SCALES",1,8.50
2011-01,22913,"RED COAT RACK PARIS FASHION",1,4.95
2011-01,22980,"PANTRY SCRUBBING BRUSH",1,1.65
2011-01,23187,"FRENCH STYLE STORAGE JAR BONBONS",6,1.74
2011-01,23335,"EGG FRYING PAN IVORY ",2,4.16
2011-01,23336,"EGG FRYING PAN PINK ",1,2.08
2011-01,23337,"EGG FRYING PAN MINT ",3,6.24
2011-01,23338,"EGG FRYING PAN RED ",3,6.24
2011-01,23339,"EGG FRYING PAN BLUE ",3,6.24
2011-01,23405,"HOME SWEET HOME 2 DRAWER CABINET",4,19.80
2011-01,23471,"SIX DRAWER OFFICE TIDY",1,9.95
2011-01,85066,"CREAM SWEETHEART MINI CHEST",1,12.75
2011-01,22631,"CIRCUS PARADE LUNCH BOX ",12,23.40
2011-01,20978,"36 PENCILS TUBE SKULLS",16,20.00
2011-01,21261,"GREEN GOOSE FEATHER CHRISTMAS TREE ",1,2.95
2011-01,22047,"EMPIRE GIFT WRAP",25,10.50
2011-01,22485,"SET OF 2 WOODEN MARKET CRATES",1,12.75
2011-01,21755,"LOVE BUILDING BLOCK WORD",6,37.50
2011-01,21983,"PACK OF 12 BLUE PAISLEY TISSUES ",24,9.36
2011-01,22508,"DOORSTOP RETROSPOT HEART",5,18.75
2011-01,22614,"PACK OF 12 SPACEBOY TISSUES",24,9.36
2011-01,22635,"CHILDS BREAKFAST SET DOLLY GIRL ",2,19.90
2011-01,23348,"CHILDRENS TOY COOKING UTENSIL SET",12,24.96
2011-01,23483,"HANGING  BUTTERFLY T-LIGHT HOLDER",24,30.00
2011-01,35961,"FOLKART ZINC HEART CHRISTMAS DEC",12,10.20
2011-01,22120,"WELCOME  WOODEN BLOCK LETTERS",3,29.85
2011-01,22169,"FAMILY ALBUM WHITE PICTURE FRAME",2,17.00
2011-01,23090,"VINTAGE GLASS T-LIGHT HOLDER",12,9.96
2011-01,21259,"VICTORIAN SEWING BOX SMALL ",2,11.90
2011-01,21349,"IVY HEART WREATH",1,6.75
2011-01,21352,"EUCALYPTUS & PINECONE  WREATH",1,2.95
2011-01,21411,"GINGHAM HEART  DOORSTOP RED",1,4.25
2011-01,21446,"12 RED ROSE PEG PLACE SETTINGS",1,1.25
2011-01,21465,"PINK FLOWER CROCHET FOOD COVER",2,7.50
2011-01,21469,"POLKA DOT RAFFIA FOOD COVER",1,3.75
2011-01,21470,"FLOWER VINE RAFFIA FOOD COVER",2,7.50
2011-01,21642,"ASSORTED TUTTI FRUTTI PEN",1,0.29
2011-01,21742,"LARGE ROUND WICKER PLATTER ",1,5.95
2011-01,21745,"GAOLERS KEYS DECORATIVE GARDEN ",2,7.50
2011-01,21914,"BLUE HARMONICA IN BOX ",1,1.25
2011-01,22098,"BOUDOIR SQUARE TISSUE BOX",1,0.39
2011-01,22411,"JUMBO SHOPPER VINTAGE RED PAISLEY",2,4.16
2011-01,22505,"MEMO BOARD COTTAGE DESIGN",1,4.95
2011-01,22794,"SWEETHEART WIRE MAGAZINE RACK",2,15.90
2011-01,23433,"HANGING QUILTED PATCHWORK APPLES",3,2.49
2011-01,23461,"SWEETHEART BIRD HOUSE",1,4.15
2011-01,84509A,"SET OF 4 ENGLISH ROSE PLACEMATS",1,3.75
2011-01,84991,"60 TEATIME FAIRY CAKE CASES",1,0.55
2011-01,85014A,"BLACK/BLUE POLKADOT UMBRELLA",1,5.95
2011-01,85020,"ROUND PINK HEART MIRROR",2,4.20
2011-01,85025B,"EAU DE NILE HEART SHAPE PHOTO FRAME",1,1.65
2011-01,85034A,"3 GARDENIA MORRIS BOXED CANDLES",4,5.00
2011-01,85062,"PEARL CRYSTAL PUMPKIN T-LIGHT HLDR",2,3.30
2011-01,85208,"SET/12 FUNKY FELT FLOWER PEG IN BAG",1,2.10
2011-01,22435,"SET OF 9 HEART SHAPED BALLOONS",1,1.25
2011-01,22436,"12 COLOURED PARTY BALLOONS",2,1.30
2011-01,22563,"HAPPY STENCIL CRAFT",2,2.50
2011-01,22996,"TRAVEL CARD WALLET VINTAGE TICKET",1,0.42
2011-01,23000,"TRAVEL CARD WALLET TRANSPORT",1,0.42
2011-01,23129,"HEART SHAPED HOLLY WREATH",30,124.50
2011-01,22804,"PINK HANGING HEART T-LIGHT HOLDER",2,5.90
2011-01,22946,"WOODEN ADVENT CALENDAR CREAM",1,16.95
2011-01,23197,"SKETCHBOOK MAGNETIC SHOPPING LIST",2,2.90
2011-01,84050,check,14,0.00
2011-02,20866,"BLUE ROSE FABRIC MIRROR",12,15.00
2011-02,21154,"RED RETROSPOT OVEN GLOVE ",11,14.96
2011-02,21166,"COOK WITH WINE METAL SIGN ",98,192.80
2011-02,21174,"POTTERING IN THE SHED METAL SIGN",38,81.09
2011-02,22430,"ENAMEL WATERING CAN CREAM",8,39.60
2011-02,22666,"RECIPE BOX PANTRY YELLOW DESIGN",56,178.32
2011-02,22898,"CHILDRENS APRON APPLES DESIGN",20,39.00
2011-02,22916,"HERB MARKER THYME",24,15.60
2011-02,22917,"HERB MARKER ROSEMARY",24,15.60
2011-02,22918,"HERB MARKER PARSLEY",24,15.60
2011-02,22920,"HERB MARKER BASIL",24,15.60
2011-02,22921,"HERB MARKER CHIVES ",24,15.60
2011-02,23300,"GARDENERS KNEELING PAD CUP OF TEA ",30,51.14
2011-02,47591D,"PINK FAIRY CAKE CHILDRENS APRON",32,62.40
2011-02,22441,"GROW YOUR OWN BASIL IN ENAMEL MUG",17,37.73
2011-02,23084,"RABBIT NIGHT LIGHT",613,1232.52
2011-02,15056P,"EDWARDIAN PARASOL PINK",2,18.41
2011-02,20679,"EDWARDIAN PARASOL RED",8,47.60
2011-02,21202,"DOLLY HONEYCOMB GARLAND",1,1.65
2011-02,21292,"SMALL STRIPES CHOCOLATE GIFT BAG ",16,13.60
2011-02,21749,"LARGE RED RETROSPOT WINDMILL",2,4.20
2011-02,22192,"BLUE DINER WALL CLOCK",3,33.63
2011-02,22193,"RED DINER WALL CLOCK",2,17.00
2011-02,22943,"CHRISTMAS LIGHTS 10 VINTAGE BAUBLES",35,155.99
2011-02,23075,"PARLOUR CERAMIC WALL HOOK",2,8.30
2011-02,23156,"SET OF 5 MINI GROCERY MAGNETS",3,6.24
2011-02,23157,"SET OF 6 NATIVITY MAGNETS ",40,83.20
2011-02,23158,"SET OF 5 LUCKY CAT MAGNETS ",3,6.24
2011-02,23159,"SET OF 5 PANCAKE DAY MAGNETS",15,31.20
2011-02,23171,"REGENCY TEA PLATE GREEN ",12,19.80
2011-02,23298,"SPOTTY BUNTING",2,15.74
2011-02,23420,"PANTRY HOOK TEA STRAINER ",1,2.08
2011-02,23421,"PANTRY HOOK SPATULA",1,2.08
2011-02,23422,"PANTRY HOOK BALLOON WHISK ",2,6.21
2011-02,23438," RED SPOT GIFT BAG LARGE",44,55.00
2011-02,23485,"BOTANICAL GARDENS WALL CLOCK ",2,74.96
2011-02,23524,"WALL ART HORSE & PONY ",1,3.75
2011-02,23525,"WALL ART BUFFALO BILL ",1,3.75
2011-02,23527,"WALL ART ANIMALS AND NATURE ",1,3.75
2011-02,23531,"WALL ART BIG LOVE ",5,41.93
2011-02,23541,"WALL ART CLASSIC PUDDINGS ",5,41.25
2011-02,23554,"LANDMARK FRAME OXFORD STREET",1,12.50
2011-02,23555,"LANDMARK FRAME NOTTING HILL ",1,12.50
2011-02,23556,"LANDMARK FRAME COVENT GARDEN ",1,12.50
2011-02,23557,"LANDMARK FRAME BAKER STREET ",1,12.50
2011-02,23558,"LANDMARK FRAME LONDON BRIDGE ",1,12.50
2011-02,79321,"CHILLI LIGHTS",35,188.76
2011-02,85014A,"BLACK/BLUE POLKADOT UMBRELLA",3,24.36
2011-02,22077,"6 RIBBONS RUSTIC CHARM",37,73.49
2011-02,22086,"PAPER CHAIN KIT 50'S CHRISTMAS ",254,711.38
2011-02,22632,"HAND WARMER RED RETROSPOT",25,52.50
2011-02,22867,"HAND WARMER BIRD DESIGN",69,146.93
2011-02,23203,"JUMBO BAG VINTAGE DOILY ",71,162.03
2011-02,23229,"VINTAGE DONKEY TAIL GAME ",12,45.00
2011-02,23293,"SET OF 12 FAIRY CAKE BAKING CASES",44,43.04
2011-02,23294,"SET OF 6 SNACK LOAF BAKING CASES",21,19.06
2011-02,23295,"SET OF 12 MINI LOAF BAKING CASES",16,13.28
2011-02,23296,"SET OF 6 TEA TIME BAKING CASES",16,20.00
2011-02,23310,"BUBBLEGUM RING ASSORTED",36,15.12
2011-02,23311,"VINTAGE CHRISTMAS STOCKING ",65,146.56
2011-02,23333,"IVORY WICKER HEART MEDIUM",48,60.00
2011-02,23351,"ROLL WRAP 50'S CHRISTMAS",60,75.00
2011-02,23432,"PRETTY HANGING QUILTED HEARTS",12,9.96
2011-02,23493,"VINTAGE DOILY TRAVEL SEWING KIT",236,406.90
2011-02,23517,"EMBROIDERED RIBBON REEL REBECCA ",7,20.23
2011-02,47503A,check,65,0.00
2011-02,21257,"VICTORIAN SEWING BOX MEDIUM",2,15.90
2011-02,21259,"VICTORIAN SEWING BOX SMALL ",4,23.80
2011-02,21770,"OPEN CLOSED METAL SIGN",7,34.65
2011-02,21876,"POTTERING MUG",24,39.60
2011-02,22111,"SCOTTIE DOG HOT WATER BOTTLE",6,29.70
2011-02,22749,"FELTCRAFT PRINCESS CHARLOTTE DOLL",7,29.96
2011-02,22795,"SWEETHEART RECIPE BOOK STAND",3,20.25
2011-02,23108,"SET OF 10 LED DOLLY LIGHTS",6,37.50
2011-02,23126,"FELTCRAFT GIRL AMELIE KIT",4,19.80
2011-02,23358,"HOT STUFF HOT WATER BOTTLE",6,22.50
2011-02,23402,"HOME SWEET HOME 3 PEG HANGER ",8,30.00
2011-02,23404,"HOME SWEET HOME BLACKBOARD",10,49.50
2011-02,23534,"WALL ART STOP FOR TEA ",11,78.47
2011-02,23536,"WALL ART VILLAGE SHOW ",4,23.80
2011-02,82583,"HOT BATHS METAL SIGN",14,31.43
2011-02,21929,"JUMBO BAG PINK VINTAGE PAISLEY",23,53.99
2011-02,22138,"BAKING SET 9 PIECE RETROSPOT ",23,119.69
2011-02,22178,"VICTORIAN GLASS HANGING T-LIGHT",118,203.34
2011-02,22386,"JUMBO BAG PINK POLKADOT",111,203.93
2011-02,22791,"T-LIGHT GLASS FLUTED ANTIQUE",161,179.94
2011-02,22947,"WOODEN ADVENT CALENDAR RED",29,230.55
2011-02,22962,"JAM JAR WITH PINK LID",62,48.02
2011-02,23221,"REINDEER HEART DECORATION SILVER",60,49.80
2011-02,21878,"PACK OF 6 SANDCASTLE FLAGS ASSORTED",9,7.65
2011-02,21914,"BLUE HARMONICA IN BOX ",27,34.96
2011-02,21915,"RED  HARMONICA IN BOX ",27,34.96
2011-02,22197,"POPCORN HOLDER",172,144.90
2011-02,22199,"FRYING PAN RED RETROSPOT",2,8.50
2011-02,22203,"MILK PAN RED RETROSPOT",5,18.75
2011-02,22204,"MILK PAN BLUE POLKADOT",2,7.50
2011-02,22378,"WALL TIDY RETROSPOT ",6,18.69
2011-02,23068,"ALUMINIUM STAMPED HEART",4,9.96
2011-02,22549,"PICTURE DOMINOES",25,38.09
2011-02,22644,"CERAMIC CHERRY CAKE MONEY BANK",13,20.69
2011-02,22902,"TOTE BAG I LOVE LONDON",12,25.20
2011-02,23076,"ICE CREAM SUNDAE LIP GLOSS",24,30.00
2011-02,23078,"ICE CREAM PEN LIP GLOSS ",27,37.38
2011-02,23369,"SET 36 COLOUR PENCILS LOVE LONDON",16,20.00
2011-02,23445,"ICE CREAM BUBBLES",40,33.20
2011-02,23504,"PLAYING CARDS JUBILEE UNION JACK",12,15.00
2011-02,23505,"PLAYING CARDS I LOVE LONDON ",12,15.00
2011-02,23569,"TRADTIONAL ALPHABET STAMP SET",4,19.80
2011-02,23570,"TRADITIONAL PICK UP STICKS GAME ",40,53.63
2011-02,23574,"PACKING CHARGE",2,15.00
2011-02,16161P,"WRAP ENGLISH ROSE ",250,93.00
2011-02,16169E,"WRAP 50'S  CHRISTMAS",275,103.50
2011-02,21495,"SKULLS AND CROSSBONES WRAP",200,72.00
2011-02,21497,"FANCY FONTS BIRTHDAY WRAP",200,72.00
2011-02,22047,"EMPIRE GIFT WRAP",200,72.00
2011-02,22986,"WRAP GINGHAM ROSE ",225,82.50
2011-02,23232,"WRAP VINTAGE LEAF DESIGN",250,93.00
2011-02,22826,"LOVE SEAT ANTIQUE WHITE METAL",1,85.00
2011-02,20983,"12 PENCILS TALL TUBE RED RETROSPOT",14,12.68
2011-02,21172,"PARTY METAL SIGN ",16,23.20
2011-02,21528,"DAIRY MAID TRADITIONAL TEAPOT ",3,20.85
2011-02,21534,"DAIRY MAID LARGE MILK JUG",3,14.85
2011-02,22665,"RECIPE BOX BLUE SKETCHBOOK DESIGN",6,17.70
2011-02,22720,"SET OF 3 CAKE TINS PANTRY DESIGN ",23,131.37
2011-02,22722,"SET OF 6 SPICE TINS PANTRY DESIGN",25,103.09
2011-02,22726,"ALARM CLOCK BAKELIKE GREEN",19,93.51
2011-02,22727,"ALARM CLOCK BAKELIKE RED ",10,41.21
2011-02,22728,"ALARM CLOCK BAKELIKE PINK",5,18.75
2011-02,22730,"ALARM CLOCK BAKELIKE IVORY",11,48.67
2011-02,22841,"ROUND CAKE TIN VINTAGE GREEN",2,15.90
2011-02,22844,"VINTAGE CREAM DOG FOOD CONTAINER",5,50.63
2011-02,23165,"LARGE CERAMIC TOP STORAGE JAR",13,21.45
2011-02,23167,"SMALL CERAMIC TOP STORAGE JAR ",12,9.96
2011-02,23337,"EGG FRYING PAN MINT ",6,12.48
2011-02,23341,"PINK DINER WALL CLOCK",5,50.63
2011-02,20914,"SET/5 RED RETROSPOT LID GLASS BOWLS",16,52.88
2011-02,21035,"SET/2 RED RETROSPOT TEA TOWELS ",9,36.01
2011-02,21509,"COWBOYS AND INDIANS BIRTHDAY CARD ",13,5.87
2011-02,22023,"EMPIRE BIRTHDAY CARD",12,5.04
2011-02,22029,"SPACEBOY BIRTHDAY CARD",99,38.49
2011-02,22045,"SPACEBOY GIFT WRAP",25,10.50
2011-02,22207,"FRYING PAN UNION FLAG",4,17.00
2011-02,22467,"GUMBALL COAT RACK",85,186.76
2011-02,22557,"PLASTERS IN TIN VINTAGE PAISLEY ",25,42.89
2011-02,22601,"CHRISTMAS RETROSPOT ANGEL WOOD",27,25.29
2011-02,22603,"CHRISTMAS RETROSPOT TREE WOOD",25,22.03
2011-02,22624,"IVORY KITCHEN SCALES",7,59.50
2011-02,22633,"HAND WARMER UNION JACK",18,39.83
2011-02,22704,"WRAP RED APPLES ",25,10.50
2011-02,22818,"CARD CHRISTMAS VILLAGE",28,11.76
2011-02,22895,"SET OF 2 TEA TOWELS APPLE AND PEARS",18,58.50
2011-02,22909,"SET OF 20 VINTAGE CHRISTMAS NAPKINS",71,70.49
2011-02,22941,"CHRISTMAS LIGHTS 10 REINDEER",49,400.46
2011-02,22959,"WRAP CHRISTMAS VILLAGE",75,31.50
2011-02,22998,"TRAVEL CARD WALLET KEEP CALM",25,10.50
2011-02,23263,"SET OF 3 WOODEN HEART DECORATIONS",43,59.80
2011-02,23283,"DOORMAT VINTAGE LEAF",6,49.50
2011-02,23284,"DOORMAT KEEP CALM AND COME IN",37,296.93
2011-02,23355,"HOT WATER BOTTLE KEEP CALM",93,427.79
2011-02,23379,"PACK OF 12 RED APPLE TISSUES",24,9.36
2011-02,23501,"KEY RING BASEBALL BOOT UNION JACK",40,50.00
2011-02,23503,"PLAYING CARDS KEEP CALM & CARRY ON",54,67.50
2011-02,23543,"WALL ART KEEP CALM ",6,49.50
2011-02,48138,"DOORMAT UNION FLAG",6,49.50
2011-02,79066K,"RETRO MOD TRAY",12,10.20
2011-02,84029G,"KNITTED UNION FLAG HOT WATER BOTTLE",4,17.00
2011-02,21201,"TROPICAL  HONEYCOMB PAPER GARLAND ",12,30.60
2011-02,22152,"PLACE SETTING WHITE STAR",24,10.08
2011-02,22592,"CARDHOLDER HOLLY WREATH METAL",39,145.03
2011-02,22694,"WICKER STAR ",21,50.19
2011-02,23323,"WHITE WICKER STAR ",8,20.86
2011-02,23343,"JUMBO BAG VINTAGE CHRISTMAS ",81,186.93
2011-02,84879,"ASSORTED COLOUR BIRD ORNAMENT",128,216.32
2011-02,22142,"CHRISTMAS CRAFT WHITE FAIRY ",26,39.54
2011-02,22294,"HEART FILIGREE DOVE  SMALL",28,38.63
2011-02,22460,"EMBOSSED GLASS TEALIGHT HOLDER",37,47.46
2011-02,22692,"DOORMAT WELCOME TO OUR HOME",5,41.25
2011-02,22945,"CHRISTMAS METAL TAGS ASSORTED ",66,56.10
2011-02,23012,"GLASS APOTHECARY BOTTLE PERFUME",10,48.18
2011-02,23109,"PACK OF SIX LED TEA LIGHTS",126,325.74
2011-02,23210,"WHITE ROCKING HORSE HAND PAINTED",26,32.50
2011-02,23220,"REINDEER HEART DECORATION GOLD",24,19.92
2011-02,23222,"CHRISTMAS TREE HANGING GOLD",12,9.96
2011-02,23224,"CHERUB HEART DECORATION GOLD",24,19.92
2011-02,23318,"BOX OF 6 MINI VINTAGE CRACKERS",38,94.65
2011-02,23319,"BOX OF 6 MINI 50'S CRACKERS",30,67.32
2011-02,23373,"VINTAGE CHRISTMAS PAPER GIFT BAG",10,8.20
2011-02,23393,"HOME SWEET HOME CUSHION COVER ",6,29.54
2011-02,23436,"VINTAGE CHRISTMAS GIFT BAG LARGE ",13,17.46
2011-02,23490,"T-LIGHT HOLDER HANGING LOVE BIRD",18,67.50
2011-02,82482,"WOODEN PICTURE FRAME WHITE FINISH",70,203.46
2011-02,82483,"WOOD 2 DRAWER CABINET WHITE FINISH",10,69.50
2011-02,82484,"WOOD BLACK BOARD ANT WHITE FINISH",11,87.45
2011-02,82486,"3 DRAWER ANTIQUE WHITE WOOD CABINET",2,17.90
2011-02,82494L,"WOODEN FRAME ANTIQUE WHITE ",71,199.85
2011-02,84347,"ROTATING SILVER ANGELS T-LIGHT HLDR",91,234.46
2011-02,84945,"MULTI COLOUR SILVER T-LIGHT HOLDER",48,40.80
2011-02,85123A,"WHITE HANGING HEART T-LIGHT HOLDER",80,216.08
2011-02,21644,check,27,0.00
2011-02,35968,check,9,0.00
2011-02,21539,check,4,0.00
2011-02,21700,check,26,0.00
2011-02,21787,"RAIN PONCHO RETROSPOT",360,306.00
2011-02,82600,check,3,0.00
2011-02,16207A,check,2,0.00
2011-02,22848,check,2,0.00
2011-02,84659A,check,19,0.00
2011-02,21349,check,1,0.00
2011-02,22925,check,1,0.00
2011-02,23091,check,2,0.00
2011-02,22606,check,1,0.00
2011-02,21804,check,36,0.00
2011-02,21212,"PACK OF 72 RETROSPOT CAKE CASES",219,104.85
2011-02,21217,"RED RETROSPOT ROUND CAKE TINS",1,9.95
2011-02,21810,"CHRISTMAS HANGING STAR WITH BELL",150,61.14
2011-02,21811,"HANGING HEART WITH BELL",66,33.66
2011-02,21843,"RED RETROSPOT CAKE STAND",1,10.95
2011-02,22083,"PAPER CHAIN KIT RETROSPOT",58,155.10
2011-02,22139,"RETROSPOT TEA SET CERAMIC 11 PC ",6,29.70
2011-02,22154,"ANGEL DECORATION 3 BUTTONS ",52,23.48
2011-02,22158,"3 HEARTS HANGING DECORATION RUSTIC",17,50.15
2011-02,22161,"HEART DECORATION RUSTIC HANGING ",84,23.16
2011-02,22219,"LOVEBIRD HANGING DECORATION WHITE ",22,22.60
2011-02,22220,"CAKE STAND LOVEBIRD 2 TIER WHITE",2,19.90
2011-02,22222,"CAKE PLATE LOVEBIRD WHITE",3,14.85
2011-02,22577,"WOODEN HEART CHRISTMAS SCANDINAVIAN",124,59.96
2011-02,22578,"WOODEN STAR CHRISTMAS SCANDINAVIAN",147,61.77
2011-02,22579,"WOODEN TREE CHRISTMAS SCANDINAVIAN",139,53.51
2011-02,22585,"PACK OF 6 BIRDY GIFT TAGS",49,62.46
2011-02,22625,"RED KITCHEN SCALES",4,34.00
2011-02,22776,"SWEETHEART 3 TIER CAKE STAND ",2,19.90
2011-02,23240,"SET OF 4 KNICK KNACK TINS DOILY ",19,82.99
2011-02,23243,"SET OF TEA COFFEE SUGAR TINS PANTRY",13,70.19
2011-02,23301,"GARDENERS KNEELING PAD KEEP CALM ",84,138.84
2011-02,23312,"VINTAGE CHRISTMAS GIFT SACK",38,154.78
2011-02,23321,"SMALL WHITE HEART OF WICKER",34,57.74
2011-02,23344,"JUMBO BAG 50'S CHRISTMAS ",53,130.74
2011-02,23352,"ROLL WRAP 50'S RED CHRISTMAS ",62,79.92
2011-02,23354,"6 GIFT TAGS 50'S CHRISTMAS ",49,41.47
2011-02,23434,"3 RAFFIA RIBBONS 50'S CHRISTMAS ",12,9.56
2011-02,23494,"VINTAGE DOILY DELUXE SEWING KIT ",5,36.26
2011-02,85199S,"SMALL HANGING IVORY/RED WOOD BIRD",57,27.22
2011-02,21114,"LAVENDER SCENTED FABRIC HEART",10,12.50
2011-02,21260,"FIRST AID TIN",7,26.13
2011-02,21465,"PINK FLOWER CROCHET FOOD COVER",6,22.50
2011-02,21615,"4 LAVENDER BOTANICAL DINNER CANDLES",24,30.00
2011-02,21790,"VINTAGE SNAP CARDS",319,198.85
2011-02,21992,"VINTAGE PAISLEY STATIONERY SET",15,21.17
2011-02,22089,"PAPER BUNTING VINTAGE PAISLEY",6,17.70
2011-02,22325,"MOBILE VINTAGE HEARTS ",3,14.85
2011-02,22442,"GROW YOUR OWN FLOWERS SET OF 3",2,15.90
2011-02,22619,"SET OF 6 SOLDIER SKITTLES",10,44.92
2011-02,22620,"4 TRADITIONAL SPINNING TOPS",19,32.60
2011-02,22621,"TRADITIONAL KNITTING NANCY",44,75.88
2011-02,22623,"BOX OF VINTAGE JIGSAW BLOCKS ",3,17.85
2011-02,22653,"BUTTON BOX ",18,32.54
2011-02,22910,"PAPER CHAIN KIT VINTAGE CHRISTMAS",165,447.79
2011-02,22960,"JAM MAKING SET WITH JARS",7,33.79
2011-02,22961,"JAM MAKING SET PRINTED",29,51.25
2011-02,22993,"SET OF 4 PANTRY JELLY MOULDS",29,39.88
2011-02,23198,"PANTRY MAGNETIC  SHOPPING LIST",31,48.63
2011-02,23245,"SET OF 3 REGENCY CAKE TINS",25,152.95
2011-02,23348,"CHILDRENS TOY COOKING UTENSIL SET",20,45.70
2011-02,23356,"LOVE HOT WATER BOTTLE",23,136.85
2011-02,23368,"SET 12 COLOUR PENCILS DOLLY GIRL ",33,21.45
2011-02,23511,"EMBROIDERED RIBBON REEL EMILY ",6,12.48
2011-02,23513,"EMBROIDERED RIBBON REEL SUSIE ",8,18.69
2011-02,23514,"EMBROIDERED RIBBON REEL SALLY ",8,20.74
2011-02,47503A,"ASS FLORAL PRINT MULTI SCREWDRIVER",24,10.08
2011-02,84029E,"RED WOOLLY HOTTIE WHITE HEART.",28,107.00
2011-02,85099C,"JUMBO  BAG BAROQUE BLACK WHITE",21,45.73
2011-02,85099F,"JUMBO BAG STRAWBERRY",20,41.60
2011-02,22155,"STAR DECORATION RUSTIC",51,22.65
2011-02,22597,"MUSICAL ZINC HEART DECORATION ",80,26.44
2011-02,22598,"CHRISTMAS MUSICAL ZINC TREE",75,23.37
2011-02,22599,"CHRISTMAS MUSICAL ZINC STAR",79,24.53
2011-02,16014,"SMALL CHINESE STYLE SCISSOR",3020,968.40
2011-02,21629,"SQUARE FLOOR CUSHION VINTAGE RED",4,31.80
2011-02,22487,"WHITE WOOD GARDEN PLANT LADDER",3,29.85
2011-02,22944,"CHRISTMAS METAL POSTCARD WITH BELLS",114,61.86
2011-02,23215,"JINGLE BELL HEART ANTIQUE SILVER",25,54.05
2011-02,23217,"LAUREL HEART ANTIQUE SILVER",24,30.00
2011-02,23219,"LAUREL STAR ANTIQUE SILVER ",30,44.76
2011-02,23491,"VINTAGE JINGLE BELLS HEART",4,33.00
2011-02,84949,"SILVER HANGING T-LIGHT HOLDER",30,49.50
2011-02,20836,"FRENCH PAISLEY CUSHION COVER",12,9.96
2011-02,20839,"FRENCH PAISLEY CUSHION COVER ",12,10.20
